tokens	ner_tags	langs	spans
"['Elle' ""s'installe"" 'alors' 'à' 'Miami' 'puis' 'en' 'Espagne' '.']"	[0 0 0 0 5 0 0 5 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Miami' 'LOC: Espagne']
['Parc' 'national' 'de' 'la' 'Comoé']	[5 6 6 6 6]	['fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Parc national de la Comoé']
['Montreuil' '(' 'Pas-de-Calais' ')']	[5 6 6 6]	['fr' 'fr' 'fr' 'fr']	['LOC: Montreuil ( Pas-de-Calais )']
['Xian' 'de' 'Xihua']	[5 6 6]	['fr' 'fr' 'fr']	['LOC: Xian de Xihua']
"['Sont' 'présents' 'notamment' 'Charlie' 'Chaplin' ',' ""l'actrice""
 'Marion' 'Davies' ',' 'la' 'chroniqueuse' 'Louella' 'Parsons' '.']"	[0 0 0 1 2 0 0 1 2 0 0 0 1 2 0]	"['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr'
 'fr']"	['PER: Charlie Chaplin' 'PER: Marion Davies' 'PER: Louella Parsons']
"[""'"" ""''"" 'Sarah' 'Hendrickson' ""'"" ""''""]"	[0 0 1 2 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Sarah Hendrickson']
['Parc' 'naturel' 'de' 'Arribes' 'del' 'Duero']	[5 6 6 6 6 6]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Parc naturel de Arribes del Duero']
['Jamboree' 'mondial' 'de' '1963']	[3 4 4 4]	['fr' 'fr' 'fr' 'fr']	['ORG: Jamboree mondial de 1963']
"['Le' 'Rêve' 'de' 'Diana' ""''"" '(' 'RTL' 'Television' ',' 'tous' 'les'
 'jours' '19h45' ')']"	[1 2 2 2 0 0 3 4 0 0 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Le Rêve de Diana' 'ORG: RTL Television']
['Giants' 'de' 'New' 'York' '16']	[3 4 4 4 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Giants de New York']
['Liste' 'des' 'communes' 'du' 'Cher']	[5 6 6 6 6]	['fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Liste des communes du Cher']
"['Ann' 'Sheridan' ',' 'Dennis' ""O'Keefe""]"	[1 2 0 1 2]	['fr' 'fr' 'fr' 'fr' 'fr']	"['PER: Ann Sheridan' ""PER: Dennis O'Keefe""]"
['Burzum' '(' 'album' ')']	[3 4 4 4]	['fr' 'fr' 'fr' 'fr']	['ORG: Burzum ( album )']
['REDIRECTION' 'Moi' '&' 'Cie' 'Télé']	[0 3 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Moi & Cie Télé']
['Auguste' 'II' ',' 'grand-duc' 'd’Oldenbourg']	[1 2 2 2 2]	['fr' 'fr' 'fr' 'fr' 'fr']	['PER: Auguste II , grand-duc d’Oldenbourg']
['Iven' '(' '197' ')']	[5 0 0 0]	['fr' 'fr' 'fr' 'fr']	['LOC: Iven']
"[';' 'Le' 'portefeuille' 'Harry' 'Houdini' '(' 'saison' '1' ',' 'épisode'
 '1' ')']"	[0 0 0 1 2 0 0 0 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Harry Houdini']
['Il' 'représente' 'la' 'Russie' 'en' 'sélections' 'jeunes' '.']	[0 0 0 3 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Russie']
['REDIRECTION' 'ASP' '(' 'groupe' ')']	[0 3 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: ASP ( groupe )']
"['DJ' 'Antoine' '-' ""''Stop"" '!']"	[1 2 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['PER: DJ Antoine']
['Le' 'nouveau' 'groupe' 's’appelle' 'Thomson' 'Reuters' '.']	[0 0 0 0 3 4 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Thomson Reuters']
"['Marino' 'Lejarreta' 'est' 'lui' 'troisième' ',' 'cinq' 'secondes'
 'derrière' ""l'Italien"" '.']"	[1 2 0 0 0 0 0 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Marino Lejarreta']
['REDIRECTION' 'Villanueva' 'de' 'Castellón']	[0 5 6 6]	['fr' 'fr' 'fr' 'fr']	['LOC: Villanueva de Castellón']
['Dordogne' '(' 'département' ')']	[5 6 6 6]	['fr' 'fr' 'fr' 'fr']	['LOC: Dordogne ( département )']
"['``' 'Du' 'riechst' 'so' 'gut' ""''""]"	[0 3 4 4 4 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Du riechst so gut']
['Stade' 'bagnérais' '(' 'Bagnères-de-Bigorre' ')']	[3 4 0 5 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Stade bagnérais' 'LOC: Bagnères-de-Bigorre']
['Centre' 'Bell' ',' 'Montréal' ',' 'Québec']	[3 4 0 5 0 5]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Centre Bell' 'LOC: Montréal' 'LOC: Québec']
"['Ameno' ',' 'Bolzano' 'Novarese' ',' 'Gozzano' ',' 'Miasino' ',' 'Pella'
 ',' 'Pettenasco' ',' 'San' 'Maurizio' ""d'Opaglio"" ',' 'Omegna']"	[5 0 5 6 0 5 0 5 0 5 0 5 0 5 6 6 0 5]	"['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr'
 'fr' 'fr' 'fr' 'fr']"	"['LOC: Ameno' 'LOC: Bolzano Novarese' 'LOC: Gozzano' 'LOC: Miasino'
 'LOC: Pella' 'LOC: Pettenasco' ""LOC: San Maurizio d'Opaglio""
 'LOC: Omegna']"
"[""'"" ""''"" 'Gianluca' 'Bortolami' ""''"" ""'""]"	[0 0 1 2 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Gianluca Bortolami']
"['REDIRECTION' 'Si' 'on' 'avait' 'besoin' ""d'une"" 'cinquième' 'saison']"	[0 3 4 4 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	"[""ORG: Si on avait besoin d'une cinquième saison""]"
"['Anaïs' 'Nin' ',' ""''D.H"" '.']"	[1 2 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['PER: Anaïs Nin']
['Weisser' 'Stein' '(' '693' 'm' ')']	[5 6 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Weisser Stein']
"['Après' 'une' 'dispute' 'avec' 'son' 'mari' ',' 'elle' 'décide' ""d'aller""
 'vivre' 'en' 'Californie' '.']"	[0 0 0 0 0 0 0 0 0 0 0 0 5 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Californie']
"[""'"" ""''"" 'Bode' 'Miller' ""''"" ""'""]"	[0 0 1 2 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Bode Miller']
"[""'"" ""''"" 'Tadayuki' 'Okada' ""''"" ""'""]"	[0 0 1 2 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Tadayuki Okada']
['Analyse' 'des' 'réseaux' 'sociaux']	[3 4 4 4]	['fr' 'fr' 'fr' 'fr']	['ORG: Analyse des réseaux sociaux']
['Mâcon' ',' 'et' 'tous' 'ses' 'services' ',']	[5 0 0 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Mâcon']
"['Serge' 'Lancel' ',' ""''Carthage"" ""''"" ',' 'éd' '.']"	[1 2 0 0 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Serge Lancel']
"[""'"" ""''"" 'Ni' 'Xia' 'Lian' ""''"" ""'"" '(' '3' ')']"	[0 0 1 2 2 0 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Ni Xia Lian']
['281' 'matches' 'et' '58' 'buts' 'en' 'Division' '1']	[0 0 0 0 0 0 3 4]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Division 1']
['**' 'Cornelis' 'Huysmans' '-' '4' 'peintures']	[0 1 2 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Cornelis Huysmans']
['Il' 'est' 'assigné' 'aux' 'Hawks' 'de' 'Moncton' '.']	[0 0 0 0 3 4 4 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Hawks de Moncton']
"['Le' ',' 'il' 'épouse' 'Emma' 'Rauschenbach' ',' 'avec' 'qui' 'il' 'aura'
 'cinq' 'enfants' '.']"	[0 0 0 0 1 2 0 0 0 0 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Emma Rauschenbach']
"[""'"" ""''"" 'BK' 'Frem' 'Copenhague' ""''"" ""'""]"	[0 0 3 4 4 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: BK Frem Copenhague']
"[""'"" ""''"" '13' ""''"" ""'"" 'Salamine']"	[0 0 0 0 0 5]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Salamine']
"['REDIRECTION' 'Divine' 'adoratrice' ""d'Amon""]"	[0 1 2 2]	['fr' 'fr' 'fr' 'fr']	"[""PER: Divine adoratrice d'Amon""]"
['Ingvar' 'Wixell' ',' 'Renata' 'Scotto' ',' 'Plácido' 'Domingo']	[1 2 0 1 2 0 1 2]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Ingvar Wixell' 'PER: Renata Scotto' 'PER: Plácido Domingo']
"['L’estuaire' 'est' 'd’une' 'largeur' 'comprise' 'entre' 'sur' 'au'
 'moins' 'entre' 'Brunsbüttel' 'et' 'Cuxhaven' '.']"	[0 0 0 0 0 0 0 0 0 0 5 0 5 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Brunsbüttel' 'LOC: Cuxhaven']
"[""'"" ""''"" 'Étroubles' ""''"" ""'""]"	[0 0 5 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Étroubles']
['Grande' 'vitesse' 'ferroviaire' 'en' 'Chine']	[3 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Grande vitesse ferroviaire en Chine']
"[""''"" 'Kanojo' 'x' 'Kanojo' 'x' 'Kanojo' ""''""]"	[0 3 4 3 4 3 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Kanojo x' 'ORG: Kanojo x' 'ORG: Kanojo']
['Andrew' 'Stanton' ',' 'Lee' 'Unkrich']	[1 2 0 1 2]	['fr' 'fr' 'fr' 'fr' 'fr']	['PER: Andrew Stanton' 'PER: Lee Unkrich']
"['Cour' ""d'appel"" 'des' 'États-Unis' 'pour' 'le' 'quatrième' 'circuit']"	[3 4 4 4 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	"[""ORG: Cour d'appel des États-Unis pour le quatrième circuit""]"
['Los' 'Suaves' '(' 'concert' ')']	[3 4 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Los Suaves']
['REDIRECTION' 'Jardinier' 'à' 'joues' 'blanches']	[0 5 6 6 6]	['fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Jardinier à joues blanches']
['Lieu' 'historique' 'national' 'du' 'Canada']	[5 6 6 6 6]	['fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Lieu historique national du Canada']
['Armand' 'Marie' 'Jacques' 'de' 'Chastenet' 'de' 'Puységur']	[1 2 2 2 2 2 2]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Armand Marie Jacques de Chastenet de Puységur']
['Georges' 'Gilles' 'de' 'la' 'Tourette']	[1 2 2 2 2]	['fr' 'fr' 'fr' 'fr' 'fr']	['PER: Georges Gilles de la Tourette']
['Pays-Bas' 'Kadene' 'Vassell' '42' 's' '80' '(' 'NR' ')']	[5 1 2 0 0 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Pays-Bas' 'PER: Kadene Vassell']
['Centrale' 'nucléaire' 'de' 'Fukushima' 'Daiichi']	[3 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Centrale nucléaire de Fukushima Daiichi']
"['**' 'Championnat' ""d'Allemagne"" 'de' 'tennis' 'de' 'table']"	[0 3 4 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	"[""ORG: Championnat d'Allemagne de tennis de table""]"
['Isola' 'di' 'Fondra']	[5 6 6]	['fr' 'fr' 'fr']	['LOC: Isola di Fondra']
"[""'"" ""''"" 'Danny' 'Lohner' ""''"" ""'""]"	[0 0 1 2 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Danny Lohner']
['Alexandre' 'de' 'Lameth' ',' '1760-1829']	[1 2 2 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['PER: Alexandre de Lameth']
['Tournoi' 'de' 'tennis' 'de' 'Prague']	[3 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Tournoi de tennis de Prague']
"['Women' ""'s"" 'Professional' 'Soccer']"	[3 4 4 4]	['fr' 'fr' 'fr' 'fr']	"[""ORG: Women 's Professional Soccer""]"
"[""'"" ""''"" 'Chantraine' ""''"" ""'""]"	[0 0 5 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Chantraine']
['Parc' 'national' 'du' 'mont' 'Emei' ',' 'Sichuan' '(' '峨眉山风景名胜区' ')']	[5 6 6 6 6 0 5 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Parc national du mont Emei' 'LOC: Sichuan']
['Przemko' 'II' 'de' 'Głogów']	[1 2 2 2]	['fr' 'fr' 'fr' 'fr']	['PER: Przemko II de Głogów']
"['Union' 'internationale' 'des' 'associations' 'de' 'guides' 'de'
 'montagne']"	[3 4 4 4 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Union internationale des associations de guides de montagne']
['Note' 'de' 'musique']	[3 4 4]	['fr' 'fr' 'fr']	['ORG: Note de musique']
"['Paul' 'McCartney' 'pense' 'à' 'ralentir' 'le' 'morceau' 'et' 'lui'
 'donne' '.']"	[1 2 0 0 0 0 0 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Paul McCartney']
['REDIRECTION' 'Ícolo' 'e' 'Bengo']	[0 5 6 6]	['fr' 'fr' 'fr' 'fr']	['LOC: Ícolo e Bengo']
['Oslo' '(' 'Gundersen' '–' 'K115' '/' ')' '.']	[5 0 0 0 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Oslo']
['Château' 'de' 'Compiègne' ',' 'à' 'Compiègne' 'visitable']	[3 4 4 0 0 5 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Château de Compiègne' 'LOC: Compiègne']
['Formation' 'de' 'Grosmont']	[5 6 6]	['fr' 'fr' 'fr']	['LOC: Formation de Grosmont']
"['Ils' 'sont' 'remplacés' 'par' 'Oxford' 'United' ',' 'Birmingham' 'City'
 'et' 'Manchester' 'City' '.']"	[0 0 0 0 3 4 0 3 4 0 3 4 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Oxford United' 'ORG: Birmingham City' 'ORG: Manchester City']
['Sainte-Marie' '(' 'Québec' ')']	[5 6 6 6]	['fr' 'fr' 'fr' 'fr']	['LOC: Sainte-Marie ( Québec )']
"['**' ""''Adam"" ""''"" 'produit' 'par' 'Peter' 'Lord']"	[0 0 0 0 0 1 2]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Peter Lord']
"[""'"" ""''"" ""'"" ""''"" '-' ""'"" ""''"" 'Malika' 'Ménard' ""''"" ""'""]"	[0 0 0 0 0 0 0 1 2 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Malika Ménard']
['Équipe' 'de' 'Belgique' 'de' 'volley-ball' 'féminin']	[3 4 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Équipe de Belgique de volley-ball féminin']
['Paul' 'De' 'Keersmaeker']	[1 2 2]	['fr' 'fr' 'fr']	['PER: Paul De Keersmaeker']
['Comté' 'de' 'Brewarrina']	[5 6 6]	['fr' 'fr' 'fr']	['LOC: Comté de Brewarrina']
['la' 'Sâne' 'Vive' '(' 'rg' ')' ',' 'qui' 'conflue' 'à' 'La' 'Genête']	[0 5 6 0 0 0 0 0 0 0 5 6]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Sâne Vive' 'LOC: La Genête']
['Wanze' '(' '1' ')']	[5 0 0 0]	['fr' 'fr' 'fr' 'fr']	['LOC: Wanze']
['REDIRECTION' 'Crazy' '(' 'chanson' 'de' 'Gnarls' 'Barkley' ')']	[0 3 4 4 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Crazy ( chanson de Gnarls Barkley )']
['Métro' 'léger' 'de' 'Charleroi']	[3 4 4 4]	['fr' 'fr' 'fr' 'fr']	['ORG: Métro léger de Charleroi']
['SRC]]' ')' 'auparavant' 'Jean-Jacques' 'Urvoas']	[0 0 0 1 2]	['fr' 'fr' 'fr' 'fr' 'fr']	['PER: Jean-Jacques Urvoas']
['REDIRECTION' 'Érable' 'de' 'Montpellier']	[0 5 6 6]	['fr' 'fr' 'fr' 'fr']	['LOC: Érable de Montpellier']
['Stade' 'de' 'Gerland' ',' 'Lyon']	[3 4 4 0 5]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Stade de Gerland' 'LOC: Lyon']
['Ulf' 'Merbold' '(' '2' ')' 'Allemagne']	[1 2 0 0 0 5]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Ulf Merbold' 'LOC: Allemagne']
"['[2006]' 'My' 'Boss' ',' 'My' 'Hero' ""''""]"	[0 3 4 4 3 4 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: My Boss ,' 'ORG: My Hero']
['Union' 'pour' 'la' 'démocratie' 'française']	[3 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Union pour la démocratie française']
['Golden' 'Eagles' 'de' 'Southern' 'Miss']	[3 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Golden Eagles de Southern Miss']
['*CON' '=' 'Parti' 'conservateur' 'du' 'Canada' '(' 'ancien' ')']	[0 0 1 2 2 2 2 2 2]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Parti conservateur du Canada ( ancien )']
['Otto' 'Harbach' ',' 'Jerome' 'Kern']	[1 2 0 1 2]	['fr' 'fr' 'fr' 'fr' 'fr']	['PER: Otto Harbach' 'PER: Jerome Kern']
"[""'"" ""''"" 'Hendra' 'Setiawan' '/' 'Markis' 'Kido' ""''"" ""'""]"	[0 0 1 2 0 1 2 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Hendra Setiawan' 'PER: Markis Kido']
"[""C'est"" 'Bruno' 'Moraes' 'lui-même' 'qui' 'ouvre' 'le' 'score' '.']"	[0 1 2 0 0 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Bruno Moraes']
"[""'"" ""''"" 'Jacques' 'Stockman' ""''"" ""'""]"	[0 0 1 2 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Jacques Stockman']
['REDIRECTION' 'Maquette' 'Holyland' 'de' 'Jérusalem']	[0 3 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Maquette Holyland de Jérusalem']
['Garbage' 'au' 'Parlement' 'écossais' 'à' 'Édimbourg' ';']	[3 0 3 4 0 5 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Garbage' 'ORG: Parlement écossais' 'LOC: Édimbourg']
['la' 'Réserve' 'de' 'faune' 'du' 'Ferlo' 'Sud' '(' 'RFFS' ')' '.']	[0 5 6 6 6 6 6 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Réserve de faune du Ferlo Sud']
"[""''Satan"" ""''"" ',' 'Orbital']"	[0 0 0 3]	['fr' 'fr' 'fr' 'fr']	['ORG: Orbital']
['Liste' 'des' 'communes' 'du' 'Nord']	[5 6 6 6 6]	['fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Liste des communes du Nord']
"[""L'attribution"" 'des' 'points' ""s'effectue"" 'selon' 'le' 'barème'
 '9,6,4,3,2,1' '(' 'comme' 'en' 'Formule' '1' 'à' 'la' 'même' 'période'
 ')' '.']"	[0 0 0 0 0 0 0 0 0 0 0 3 4 0 0 0 0 0 0]	"['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr'
 'fr' 'fr' 'fr' 'fr' 'fr']"	['ORG: Formule 1']
['Kurt' 'Angle' 'et' 'Chris' 'Benoit']	[1 2 0 1 2]	['fr' 'fr' 'fr' 'fr' 'fr']	['PER: Kurt Angle' 'PER: Chris Benoit']
"['Après' 'avoir' 'étudié' 'dans' 'différents' 'ateliers' ',' 'il' 'suit'
 'des' 'cours' 'au' 'Conservatoire' 'national' 'des' 'arts' 'et' 'métiers'
 '.']"	[0 0 0 0 0 0 0 0 0 0 0 0 3 4 4 4 4 4 0]	"['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr'
 'fr' 'fr' 'fr' 'fr' 'fr']"	['ORG: Conservatoire national des arts et métiers']
['Sven' 'de' 'Suède']	[1 2 2]	['fr' 'fr' 'fr']	['PER: Sven de Suède']
"[""'"" ""''"" 'Aprilia' ""''"" ""'""]"	[0 0 3 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Aprilia']
['REDIRECTION' 'Johann' 'Friedrich' 'Böttger']	[0 1 2 2]	['fr' 'fr' 'fr' 'fr']	['PER: Johann Friedrich Böttger']
['REDIRECTION' 'Ferdinand' 'de' 'Saxe-Cobourg' 'et' 'Gotha']	[0 1 2 2 2 2]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Ferdinand de Saxe-Cobourg et Gotha']
['Robin' 'Finck' '–' 'performance']	[1 2 0 0]	['fr' 'fr' 'fr' 'fr']	['PER: Robin Finck']
"[""''"" 'Fox' 'Kids' ""''""]"	[0 3 4 0]	['fr' 'fr' 'fr' 'fr']	['ORG: Fox Kids']
"[""'"" ""''"" 'Moto' 'Guzzi' ""''"" ""'""]"	[0 0 3 4 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Moto Guzzi']
"[""'"" ""''"" 'René' 'Arnoux' ""''"" ""'""]"	[0 0 1 2 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: René Arnoux']
['REDIRECTION' 'Zemplén' '(' 'comitat' ')']	[0 5 6 6 6]	['fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Zemplén ( comitat )']
['Nicolas' 'Ier' 'de' 'Mecklembourg-Werle']	[1 2 2 2]	['fr' 'fr' 'fr' 'fr']	['PER: Nicolas Ier de Mecklembourg-Werle']
['Réserve' 'indienne' 'de' 'Colville']	[5 6 6 6]	['fr' 'fr' 'fr' 'fr']	['LOC: Réserve indienne de Colville']
['Pratt' '&' 'Whitney']	[3 4 4]	['fr' 'fr' 'fr']	['ORG: Pratt & Whitney']
"[""'"" ""''"" 'Jean-Marie' 'Le' 'Pen' ""''"" ""'""]"	[0 0 1 2 2 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Jean-Marie Le Pen']
['Loriquet' 'à' 'col' 'rouge']	[5 6 6 6]	['fr' 'fr' 'fr' 'fr']	['LOC: Loriquet à col rouge']
['Analyse' 'du' 'comportement' 'appliquée']	[1 2 2 2]	['fr' 'fr' 'fr' 'fr']	['PER: Analyse du comportement appliquée']
['Alberto' 'Martín' '(' '6-3' ',' '6-2' ')']	[1 2 0 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Alberto Martín']
['Bresegard' 'bei' 'Eldena' '(' '202' ')']	[5 6 6 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Bresegard bei Eldena']
"['Mais' 'les' 'séjours' 'notables' 'sont' 'Dieppe' '(' '1858-1872' ')' ','
 'Le' 'Tréport' '(' '1870-1878' ')' ',' 'Fécamp' '(' '1866-1877' ')' '.']"	[0 0 0 0 0 5 0 0 0 0 5 6 0 0 0 0 5 0 0 0 0]	"['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr'
 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']"	['LOC: Dieppe' 'LOC: Le Tréport' 'LOC: Fécamp']
"['Le' 'premier' ""d'entre"" 'eux' 'est' 'Honoré' 'Barthélémy' ',' 'huitième'
 'malgré' 'une' 'fracture' 'à' ""l'épaule"" '.']"	[0 0 0 0 0 1 2 0 0 0 0 0 0 0 0]	"['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr'
 'fr']"	['PER: Honoré Barthélémy']
['Diamond' 'Head' '(' 'groupe' ')']	[3 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Diamond Head ( groupe )']
['REDIRECTION' 'Albert' 'Nikolaïevitch' 'Benois']	[0 1 2 2]	['fr' 'fr' 'fr' 'fr']	['PER: Albert Nikolaïevitch Benois']
"['École' 'nationale' 'vétérinaire' ""d'Alfort"" ',']"	[3 4 4 4 0]	['fr' 'fr' 'fr' 'fr' 'fr']	"[""ORG: École nationale vétérinaire d'Alfort""]"
['REDIRECTION' 'Infirmier' 'en' 'puériculture']	[0 3 4 4]	['fr' 'fr' 'fr' 'fr']	['ORG: Infirmier en puériculture']
